date,headline,pos,neg,neu,sentiment_score
2026-03-23,Microsoft Offers Lip Service And Some Hope To Windows 11 Users,0.1237354576587677,0.009465454146265984,0.8667991161346436,0.11427000351250172
2026-03-23,INVESTOR NOTICE: Richtech Robotics Inc. (RR) Investors with Substantial Losses Have Opportunity to Lead Securities Class Action - RGRD Law,0.06630394607782364,0.03878659009933472,0.8949095010757446,0.027517355978488922
2026-03-23,Is Microsoft Corporation (MSFT) The Tech Stock with Best Earnings Growth in 2026?,0.35178297758102417,0.017202885821461678,0.6310141086578369,0.3345800917595625
2026-03-23,Philip R. Lane: AI and the euro area economy,0.04552384465932846,0.023105734959244728,0.9313703775405884,0.022418109700083733
2026-03-23,Nebius says 'well-funded' for AI race after closing $4.3 billion debt raise,0.9038388729095459,0.008900917135179043,0.08726025372743607,0.8949379557743669
2026-03-23,ALL BEAUTIFUL EVERYTHING.,0.07497270405292511,0.027636567130684853,0.8973907828330994,0.04733613692224026
2026-03-23,Enhanced fibrinolytic enzyme production by Oidiodendron maius through green bioprocessing of agro-industrial residue,0.5605217218399048,0.008081035688519478,0.43139728903770447,0.5524406861513853
2026-03-23,Steve Ballmer's Clippers Navigate Rebuilding Success and Lingering Salary Cap Probe as NBA All-Star Host Looms,0.10415154695510864,0.7958028316497803,0.10004563629627228,-0.6916512846946716
2026-03-23,RR 11-DAY DEADLINE ALERT: Richtech Robotics (RR) Facing Securities Class Action Amid Questions About Possible Pump and Dump – Hagens Berman,0.014100760221481323,0.9447222948074341,0.04117686673998833,-0.9306215345859528
2026-03-23,Microsoft: Stock to Avoid or Once-in-a-Decade Buying Opportunity?,0.04969663918018341,0.03662829101085663,0.91367506980896,0.013068348169326782
2026-03-23,Intel Core Ultra 7 270K Plus review: Back from the brink,0.13644060492515564,0.029025698080658913,0.8345336318016052,0.10741490684449673
2026-03-23,"Nebius says ""well-funded"" for AI race after closing $4.3 billion debt raise",0.8873544335365295,0.008132577873766422,0.104513019323349,0.8792218556627631
2026-03-23,The Next 50,0.03666466474533081,0.05104312300682068,0.9122921824455261,-0.014378458261489868
2026-03-23,Top 5 Companies Where Peter Thiel Invested the Most: Palantir Leads with $10B+ Stake,0.13588976860046387,0.00869946088641882,0.8554107546806335,0.12719030771404505
2026-03-23,CrowdStrike targets AI security gap with Falcon platform expansion at RSAC Conference,0.9115574955940247,0.024973317980766296,0.06346922367811203,0.8865841776132584
2026-03-23,"Microsoft Warns IRS Phishing Hits 29,000 Users, Deploys RMM Malware",0.012648436240851879,0.9341772198677063,0.05317432060837746,-0.9215287836268544
2026-03-23,AI in policing – a formidable challenge and a powerful ally,0.3421867787837982,0.014879174530506134,0.6429340243339539,0.3273076042532921
2026-03-23,News/Media Alliance signs AI licensing deal to unlock recurring RAG revenue for small and mid-sized publishers,0.9389343857765198,0.011846761219203472,0.04921881482005119,0.9270876245573163
2026-03-23,AI is reshaping the infrastructure of marketing.,0.17618131637573242,0.013147565536201,0.8106711506843567,0.16303375083953142
2026-03-23,AI Updates for the Week of 3/22/26,0.019246459007263184,0.10261595994234085,0.8781375885009766,-0.08336950093507767
2026-03-22,"Microsoft outlines agentic AI security strategy with new Defender, Entra and Purview capabilities",0.14743635058403015,0.00794279109686613,0.8446208834648132,0.13949355948716402
2026-03-22,The most viewed photograph in history turns 30. Here's how Bill Gates was involved,0.027437929064035416,0.04356513172388077,0.9289969205856323,-0.016127202659845352
2026-03-22,"Big Tech’s Cause for Hope: Link Between Mag 7, S&P 500 Is Broken",0.15955786406993866,0.014812099747359753,0.8256300687789917,0.1447457643225789
2026-03-22,MCP in .NET: How to Connect Your Applications to AI Using the Model Context Protocol,0.04742049425840378,0.01533477008342743,0.937244713306427,0.03208572417497635
2026-03-22,Tech guru Igor Pejic says an AI bust wouldn't rival the dot-com crash — but there'd be almost 'no place to hide',0.06803951412439346,0.35387858748435974,0.5780819058418274,-0.2858390733599663
2026-03-22,Ahead of Market: 10 things that will decide stock market action on Monday,0.025406518951058388,0.03817953169345856,0.9364139437675476,-0.01277301274240017
2026-03-22,Alpha Micro AM-1000E and AM-1200,0.04955171048641205,0.015667108818888664,0.9347811341285706,0.033884601667523384
2026-03-22,"Built on subscriptions, tested by AI: Inside Shantanu Narayen’s Adobe legacy",0.162431001663208,0.009128217585384846,0.8284407258033752,0.15330278407782316
2026-03-21,"Microsoft Is Now the Cheapest ""Magnificent Seven"" Stock. Does That Make It a Buy?",0.10508904606103897,0.021352380514144897,0.873558521270752,0.08373666554689407
2026-03-21,"Is Applied Optoelectronics, Inc. (AAOI) A Good Stock To Buy Now?",0.11655175685882568,0.014567923732101917,0.8688802719116211,0.10198383312672377
2026-03-21,RR 13-DAY DEADLINE ALERT: Richtech Robotics (RR) Facing Securities Class Action Amid Questions About Possible Pump and Dump – Hagens Berman,0.01389637216925621,0.9452989101409912,0.04080468416213989,-0.931402537971735
2026-03-21,"Crimson Desert Dev Promises Patch to Address 'Discomfort Many Players Have Experienced With the Controls,' Apologizes for Awful Keyboard and Mouse Experience",0.020807523280382156,0.8969874978065491,0.08220495283603668,-0.8761799745261669
2026-03-21,"Tim Cook says Apple had its best launch week for first-time Mac customers with the MacBook Neo — entry-level device now out of stock, with orders taking two to three weeks to ship",0.037727028131484985,0.9450430870056152,0.01722988486289978,-0.9073160588741302
2026-03-21,"Coinbase to Launch Stock Futures, Why This Is Big For Crypto",0.05258772149682045,0.02677207812666893,0.9206401705741882,0.02581564337015152
2026-03-21,How to Boost Your Small Business\'s Online Visibility in 2026,0.4097045063972473,0.009929441846907139,0.5803660750389099,0.3997750645503402
2026-03-20,Why the Iran War May Have Just Killed the AI Boom,0.04407855123281479,0.26118892431259155,0.6947324872016907,-0.21711037307977676
2026-03-20,Stocks Plunge on US Plans to Escalate Iran War,0.04138980060815811,0.8657061457633972,0.09290403872728348,-0.8243163451552391
2026-03-20,Apple set to pocket $1 billion+ from rival AI apps in 2026 despite Siri issues,0.8332270383834839,0.01197988260537386,0.15479305386543274,0.82124715577811
2026-03-20,"U.S. Stock Market indexes S&P 500, Dow Jones, Russell ​2000 hit record lows on Black Friday, Nvidia, Alphabet, Tesla, Meta Platforms, ⁠Microsoft fall big",0.01909537799656391,0.8862007856369019,0.09470391273498535,-0.8671054076403379
2026-03-20,Narayen ushered Adobe out of diskettes all the way to the AI era,0.21798761188983917,0.018822038546204567,0.7631903290748596,0.1991655733436346
2026-03-20,Tim Cook’s China visit reinforces country’s importance to Apple as global frictions rise,0.6668411493301392,0.054465681314468384,0.27869316935539246,0.6123754680156708
2026-03-20,'Marriage penalty' in Washington state's new millionaire tax stirs debate,0.022365005686879158,0.8805907368659973,0.0970441922545433,-0.8582257311791182
2026-03-20,Nvidia CEO Jensen Huang bids to own the entire AI factory stack,0.059469785541296005,0.010392440482974052,0.9301378130912781,0.04907734505832195
2026-03-20,Coinbase introduces stock perpetual futures contracts for non-U.S. customers,0.08024773746728897,0.01008640043437481,0.9096658229827881,0.07016133703291416
2026-03-20,Coinbase unveils 24/7 stock futures for global traders in derivatives push,0.05717834457755089,0.01900198683142662,0.9238197207450867,0.03817635774612427
2026-03-20,How to make sense of AI,0.046112850308418274,0.04167773202061653,0.9122093915939331,0.0044351182878017426
2026-03-20,Richtech Robotics (RR) Hit With Securities Class Action Amid Questions About Possible Pump and Dump – Hagens Berman,0.016325779259204865,0.9564738869667053,0.02720032073557377,-0.9401481077075005
2026-03-19,Crimson Desert Just Launched and It's Already One of Steam's Top 3 Most-Played Games,0.2682042717933655,0.010976539924740791,0.7208191752433777,0.2572277318686247
2026-03-19,These 3 ASX ETFs can help protect your portfolio in 2026,0.3752342164516449,0.008671015501022339,0.6160947680473328,0.36656320095062256
2026-03-19,Microsoft Stock Has Been Absolutely Slammed This Year. Is It Finally Time to Buy?,0.052016448229551315,0.17471349239349365,0.7732700109481812,-0.12269704416394234
2026-03-19,"Stock Market Today: Dow, S&P 500, Nasdaq Down; Oil Prices Surge; Microsoft, Micron, FedEx, Newmont, More Movers - Barron's",0.04066138714551926,0.6202883124351501,0.33905029296875,-0.5796269252896309
2026-03-19,"BrightQuery Becomes Gold Member of FINOS, the Fintech Open Source Foundation, and Joins Governing Board",0.10192928463220596,0.01278061792254448,0.8852900862693787,0.08914866670966148
2026-03-19,"DEADLINE ALERT for RR, PLUG, PMI, TCPC: Law Offices of Howard G. Smith Reminds Investors of Opportunity to Lead Securities Fraud Class Actions",0.10771063715219498,0.021480044350028038,0.8708093166351318,0.08623059280216694
2026-03-19,Could data from 100 million species help cure disease? One startup is betting on it,0.18175998330116272,0.0134960375726223,0.8047440052032471,0.16826394572854042
2026-03-19,(Free) Agentic Coding with Goose,0.033083416521549225,0.01784503646194935,0.9490715265274048,0.015238380059599876
2026-03-19,"Hosted.ai raises $19M to pool GPU capacity, increasing the efficiency of neocloud infrastructure",0.9474077820777893,0.013730926439166069,0.03886130824685097,0.9336768556386232
2026-03-19,Microsoft hands Copilot haters and 'Microslop' pushers yet more ammunition with 'how to' videos that showcase an embarrassing use of AI,0.0758872851729393,0.2030046135187149,0.721108078956604,-0.1271173283457756
